frame.go_id	frame.Evidance	frame.gene_id
GO:0009765	ISA	Potri.002G189300
GO:0016020	ISA	Potri.002G189300
GO:0003677	ISA	Potri.016G038500
GO:0003899	ISA	Potri.016G038500
GO:0006351	ISA	Potri.016G038500
GO:0005634	ISA	Potri.016G038500
GO:0016788	ISA	Potri.001G463900
GO:0006629	ISA	Potri.001G463900
GO:0051258	ISA	Potri.009G085100
GO:0043234	ISA	Potri.009G085100
GO:0003924	ISA	Potri.009G085100
GO:0005525	ISA	Potri.009G085100
GO:0006184	ISA	Potri.009G085100
GO:0005874	ISA	Potri.009G085100
GO:0007017	ISA	Potri.009G085100
GO:0003676	ISA	Potri.001G102500
GO:0005524	ISA	Potri.001G102500
GO:0008026	ISA	Potri.001G102500
GO:0004386	ISA	Potri.001G102500
GO:0004672	ISA	Potri.006G053700
GO:0005524	ISA	Potri.006G053700
GO:0006468	ISA	Potri.006G053700
GO:0048544	ISA	Potri.006G053700
GO:0005529	ISA	Potri.006G053700
GO:0015078	ISA	Potri.019G028600
GO:0015986	ISA	Potri.019G028600
GO:0045263	ISA	Potri.019G028600
GO:0005515	ISA	Potri.006G153100
GO:0003854	ISA	Potri.008G053100
GO:0016616	ISA	Potri.008G053100
GO:0006694	ISA	Potri.008G053100
GO:0055114	ISA	Potri.008G053100
GO:0003824	ISA	Potri.008G053100
GO:0050662	ISA	Potri.008G053100
GO:0044237	ISA	Potri.008G053100
GO:0009058	ISA	Potri.008G053100
GO:0008831	ISA	Potri.008G053100
GO:0045226	ISA	Potri.008G053100
GO:0004221	ISA	Potri.006G185200
GO:0006511	ISA	Potri.006G185200
GO:0016021	ISA	Potri.014G101000
GO:0005525	ISA	Potri.014G152100
GO:0007264	ISA	Potri.014G152100
GO:0005622	ISA	Potri.014G152100
GO:0005524	ISA	Potri.003G107700
GO:0005694	ISA	Potri.003G107700
GO:0003935	ISA	Potri.005G071600
GO:0009231	ISA	Potri.005G071600
GO:0008686	ISA	Potri.005G071600
GO:0003824	ISA	Potri.010G214700
GO:0016161	ISA	Potri.017G040800
GO:0000272	ISA	Potri.017G040800
GO:0003700	ISA	Potri.003G052400
GO:0043565	ISA	Potri.003G052400
GO:0006355	ISA	Potri.003G052400
GO:0004553	ISA	Potri.001G071000
GO:0005975	ISA	Potri.001G071000
GO:0016762	ISA	Potri.001G071000
GO:0006073	ISA	Potri.001G071000
GO:0005618	ISA	Potri.001G071000
GO:0048046	ISA	Potri.001G071000
GO:0004784	ISA	Potri.012G112300
GO:0046872	ISA	Potri.012G112300
GO:0006801	ISA	Potri.012G112300
GO:0055114	ISA	Potri.012G112300
GO:0006886	ISA	Potri.010G202800
GO:0016192	ISA	Potri.010G202800
GO:0030117	ISA	Potri.010G202800
GO:0005515	ISA	Potri.005G225400
GO:0004842	ISA	Potri.005G225400
GO:0016567	ISA	Potri.005G225400
GO:0000151	ISA	Potri.005G225400
GO:0003855	ISA	Potri.013G029800
GO:0004764	ISA	Potri.013G029800
GO:0055114	ISA	Potri.013G029800
GO:0005737	ISA	Potri.013G029800
GO:0004601	ISA	Potri.T160000
GO:0020037	ISA	Potri.T160000
GO:0006979	ISA	Potri.T160000
GO:0055114	ISA	Potri.T160000
GO:0003854	ISA	Potri.013G079500
GO:0016616	ISA	Potri.013G079500
GO:0006694	ISA	Potri.013G079500
GO:0055114	ISA	Potri.013G079500
GO:0003824	ISA	Potri.013G079500
GO:0050662	ISA	Potri.013G079500
GO:0044237	ISA	Potri.013G079500
GO:0016614	ISA	Potri.010G069100
GO:0050660	ISA	Potri.010G069100
GO:0055114	ISA	Potri.010G069100
GO:0009055	ISA	Potri.010G069100
GO:0016491	ISA	Potri.010G069100
GO:0005506	ISA	Potri.004G224100
GO:0009055	ISA	Potri.004G224100
GO:0016705	ISA	Potri.004G224100
GO:0020037	ISA	Potri.004G224100
GO:0055114	ISA	Potri.004G224100
GO:0016841	ISA	Potri.008G038200
GO:0009058	ISA	Potri.008G038200
GO:0005515	ISA	Potri.002G034800
GO:0016491	ISA	Potri.001G120300
GO:0055114	ISA	Potri.001G120300
GO:0005507	ISA	Potri.001G120300
GO:0004672	ISA	Potri.T083600
GO:0005524	ISA	Potri.T083600
GO:0006468	ISA	Potri.T083600
GO:0005488	ISA	Potri.T083600
GO:0003824	ISA	Potri.014G019300
GO:0050662	ISA	Potri.014G019300
GO:0044237	ISA	Potri.014G019300
GO:0005515	ISA	Potri.010G064300
GO:0042393	ISA	Potri.010G064300
GO:0008270	ISA	Potri.010G064300
GO:0018024	ISA	Potri.010G064300
GO:0034968	ISA	Potri.010G064300
GO:0005634	ISA	Potri.010G064300
GO:0005515	ISA	Potri.001G471700
GO:0003676	ISA	Potri.001G448800
GO:0003677	ISA	Potri.006G136300
GO:0003899	ISA	Potri.006G136300
GO:0006351	ISA	Potri.006G136300
GO:0005634	ISA	Potri.005G100000
GO:0004325	ISA	Potri.018G055800
GO:0006783	ISA	Potri.018G055800
GO:0003677	ISA	Potri.009G096000
GO:0006950	ISA	Potri.013G062200
GO:0009415	ISA	Potri.013G062200
GO:0004435	ISA	Potri.010G188800
GO:0006629	ISA	Potri.010G188800
GO:0007165	ISA	Potri.010G188800
GO:0035556	ISA	Potri.010G188800
GO:0004629	ISA	Potri.010G188800
GO:0008171	ISA	Potri.008G136600
GO:0003723	ISA	Potri.016G062600
GO:0006397	ISA	Potri.016G062600
GO:0005634	ISA	Potri.016G062600
GO:0005515	ISA	Potri.013G007300
GO:0008565	ISA	Potri.013G007300
GO:0006606	ISA	Potri.013G007300
GO:0005634	ISA	Potri.013G007300
GO:0005737	ISA	Potri.013G007300
GO:0005643	ISA	Potri.013G007300
GO:0006886	ISA	Potri.013G007300
GO:0035004	ISA	Potri.009G113700
GO:0004428	ISA	Potri.009G113700
GO:0046854	ISA	Potri.009G113700
GO:0048015	ISA	Potri.009G113700
GO:0005515	ISA	Potri.010G060900
GO:0005515	ISA	Potri.001G096100
GO:0004672	ISA	Potri.001G257100
GO:0005524	ISA	Potri.001G257100
GO:0006468	ISA	Potri.001G257100
GO:0016773	ISA	Potri.001G257100
GO:0009103	ISA	Potri.001G257100
GO:0016020	ISA	Potri.001G257100
GO:0005634	ISA	Potri.004G032100
GO:0005515	ISA	Potri.012G018200
GO:0005509	ISA	Potri.005G215700
GO:0007165	ISA	Potri.005G215700
GO:0005578	ISA	Potri.005G215700
GO:0004553	ISA	Potri.006G109900
GO:0005975	ISA	Potri.006G109900
GO:0016614	ISA	Potri.001G111500
GO:0050660	ISA	Potri.001G111500
GO:0055114	ISA	Potri.001G111500
GO:0004553	ISA	Potri.014G157600
GO:0005975	ISA	Potri.014G157600
GO:0003677	ISA	Potri.001G155300
GO:0003824	ISA	Potri.015G050200
GO:0050662	ISA	Potri.015G050200
GO:0044237	ISA	Potri.015G050200
GO:0008234	ISA	Potri.011G066800
GO:0006508	ISA	Potri.011G066800
GO:0003676	ISA	Potri.010G092200
GO:0005524	ISA	Potri.010G092200
GO:0008026	ISA	Potri.010G092200
GO:0004386	ISA	Potri.010G092200
GO:0000156	ISA	Potri.001G204200
GO:0000160	ISA	Potri.001G204200
GO:0006355	ISA	Potri.001G204200
GO:0000155	ISA	Potri.001G204200
GO:0007165	ISA	Potri.001G204200
GO:0016020	ISA	Potri.001G204200
GO:0005515	ISA	Potri.001G204200
GO:0005524	ISA	Potri.001G204200
GO:0005506	ISA	Potri.004G073200
GO:0009055	ISA	Potri.004G073200
GO:0016705	ISA	Potri.004G073200
GO:0020037	ISA	Potri.004G073200
GO:0055114	ISA	Potri.004G073200
GO:0003824	ISA	Potri.007G061100
GO:0044237	ISA	Potri.017G111800
GO:0003700	ISA	Potri.017G016900
GO:0043565	ISA	Potri.017G016900
GO:0006355	ISA	Potri.017G016900
GO:0003677	ISA	Potri.014G086500
GO:0005524	ISA	Potri.014G086500
GO:0003676	ISA	Potri.014G086500
GO:0004386	ISA	Potri.014G086500
GO:0005515	ISA	Potri.014G086500
GO:0016818	ISA	Potri.014G086500
GO:0006355	ISA	Potri.014G086500
GO:0005634	ISA	Potri.014G086500
GO:0003824	ISA	Potri.009G075700
GO:0005524	ISA	Potri.009G075700
GO:0008641	ISA	Potri.009G075700
GO:0006464	ISA	Potri.009G075700
GO:0016491	ISA	Potri.007G103800
GO:0016706	ISA	Potri.007G103800
GO:0055114	ISA	Potri.007G103800
GO:0009058	ISA	Potri.001G351800
GO:0005515	ISA	Potri.009G139000
GO:0005524	ISA	Potri.006G002800
GO:0051082	ISA	Potri.006G002800
GO:0006457	ISA	Potri.006G002800
GO:0006950	ISA	Potri.006G002800
GO:0003924	ISA	Potri.003G109900
GO:0005525	ISA	Potri.003G109900
GO:0008107	ISA	Potri.003G191500
GO:0042546	ISA	Potri.003G191500
GO:0016020	ISA	Potri.003G191500
GO:0005524	ISA	Potri.005G093300
GO:0004672	ISA	Potri.008G046500
GO:0005524	ISA	Potri.008G046500
GO:0006468	ISA	Potri.008G046500
GO:0005515	ISA	Potri.004G161700
GO:0003677	ISA	Potri.004G161700
GO:0006352	ISA	Potri.004G161700
GO:0016570	ISA	Potri.004G161700
GO:0005634	ISA	Potri.004G161700
GO:0010333	ISA	Potri.011G142800
GO:0016829	ISA	Potri.011G142800
GO:0008152	ISA	Potri.011G142800
GO:0000287	ISA	Potri.011G142800
GO:0004672	ISA	Potri.006G146500
GO:0005524	ISA	Potri.006G146500
GO:0006468	ISA	Potri.006G146500
GO:0003677	ISA	Potri.006G047100
GO:0005524	ISA	Potri.006G047100
GO:0003676	ISA	Potri.006G047100
GO:0004386	ISA	Potri.006G047100
GO:0019901	ISA	Potri.005G209800
GO:0000079	ISA	Potri.005G209800
GO:0016740	ISA	Potri.009G082100
GO:0030170	ISA	Potri.009G082100
GO:0009058	ISA	Potri.009G082100
GO:0016769	ISA	Potri.009G082100
GO:0003755	ISA	Potri.001G351400
GO:0006457	ISA	Potri.001G351400
GO:0003677	ISA	Potri.002G129900
GO:0006355	ISA	Potri.002G129900
GO:0005515	ISA	Potri.006G011900
GO:0004822	ISA	Potri.008G222300
GO:0003924	ISA	Potri.001G080400
GO:0005525	ISA	Potri.001G080400
GO:0007264	ISA	Potri.001G080400
GO:0005634	ISA	Potri.001G080400
GO:0005737	ISA	Potri.001G080400
GO:0005622	ISA	Potri.001G080400
GO:0051205	ISA	Potri.T145700
GO:0016021	ISA	Potri.T145700
GO:0005515	ISA	Potri.011G012700
GO:0043531	ISA	Potri.011G012700
GO:0005524	ISA	Potri.011G012700
GO:0006915	ISA	Potri.011G012700
GO:0000079	ISA	Potri.008G043600
GO:0006355	ISA	Potri.008G043600
GO:0019901	ISA	Potri.008G043600
GO:0009116	ISA	Potri.018G026200
GO:0030599	ISA	Potri.006G186000
GO:0042545	ISA	Potri.006G186000
GO:0005618	ISA	Potri.006G186000
GO:0004672	ISA	Potri.T021800
GO:0005524	ISA	Potri.T021800
GO:0006468	ISA	Potri.T021800
GO:0048544	ISA	Potri.T021800
GO:0005529	ISA	Potri.T021800
GO:0004674	ISA	Potri.T021800
GO:0000902	ISA	Potri.008G152000
GO:0005524	ISA	Potri.008G152000
GO:0004672	ISA	Potri.012G095600
GO:0005524	ISA	Potri.012G095600
GO:0006468	ISA	Potri.012G095600
GO:0005515	ISA	Potri.012G095600
GO:0005525	ISA	Potri.016G000400
GO:0007264	ISA	Potri.016G000400
GO:0005622	ISA	Potri.016G000400
GO:0007067	ISA	Potri.001G287600
GO:0005681	ISA	Potri.001G287600
GO:0030570	ISA	Potri.017G078400
GO:0003735	ISA	Potri.010G127300
GO:0006412	ISA	Potri.010G127300
GO:0005622	ISA	Potri.010G127300
GO:0005840	ISA	Potri.010G127300
GO:0009536	ISA	Potri.010G127300
GO:0003676	ISA	Potri.T170600
GO:0006810	ISA	Potri.T170600
GO:0005506	ISA	Potri.002G025300
GO:0009055	ISA	Potri.002G025300
GO:0016705	ISA	Potri.002G025300
GO:0020037	ISA	Potri.002G025300
GO:0055114	ISA	Potri.002G025300
GO:0016787	ISA	Potri.010G197600
GO:0006355	ISA	Potri.009G064700
GO:0030528	ISA	Potri.009G064700
GO:0005515	ISA	Potri.005G004000
GO:0007165	ISA	Potri.005G004000
GO:0005622	ISA	Potri.005G004000
GO:0004888	ISA	Potri.005G004000
GO:0031224	ISA	Potri.005G004000
GO:0045087	ISA	Potri.005G004000
GO:0005515	ISA	Potri.T110200
GO:0005515	ISA	Potri.011G012500
GO:0007165	ISA	Potri.011G012500
GO:0005622	ISA	Potri.011G012500
GO:0045087	ISA	Potri.011G012500
GO:0031224	ISA	Potri.011G012500
GO:0004888	ISA	Potri.011G012500
GO:0004650	ISA	Potri.014G162300
GO:0005975	ISA	Potri.014G162300
GO:0006355	ISA	Potri.001G358500
GO:0005634	ISA	Potri.001G358500
GO:0003677	ISA	Potri.001G358500
GO:0009725	ISA	Potri.001G358500
GO:0043531	ISA	Potri.001G435100
GO:0005524	ISA	Potri.001G435100
GO:0006915	ISA	Potri.001G435100
GO:0005515	ISA	Potri.004G081400
GO:0005515	ISA	Potri.019G074300
GO:0043531	ISA	Potri.019G074300
GO:0005524	ISA	Potri.019G074300
GO:0006915	ISA	Potri.019G074300
GO:0006950	ISA	Potri.012G059100
GO:0046933	ISA	Potri.015G057700
GO:0046961	ISA	Potri.015G057700
GO:0015986	ISA	Potri.015G057700
GO:0045261	ISA	Potri.015G057700
GO:0005515	ISA	Potri.001G335000
GO:0004144	ISA	Potri.019G070900
GO:0005515	ISA	Potri.T038900
GO:0043531	ISA	Potri.T038900
GO:0005524	ISA	Potri.T038900
GO:0006915	ISA	Potri.T038900
GO:0008081	ISA	Potri.004G022500
GO:0006281	ISA	Potri.004G022500
GO:0005634	ISA	Potri.004G022500
GO:0004499	ISA	Potri.009G143500
GO:0050660	ISA	Potri.009G143500
GO:0050661	ISA	Potri.009G143500
GO:0055114	ISA	Potri.009G143500
GO:0016491	ISA	Potri.009G143500
GO:0003677	ISA	Potri.002G198100
GO:0005515	ISA	Potri.006G223500
GO:0016811	ISA	Potri.006G228700
GO:0006672	ISA	Potri.006G228700
GO:0016021	ISA	Potri.006G228700
GO:0016788	ISA	Potri.012G081900
GO:0006629	ISA	Potri.012G081900
GO:0005515	ISA	Potri.012G122600
GO:0043531	ISA	Potri.012G122600
GO:0005524	ISA	Potri.012G122600
GO:0006915	ISA	Potri.012G122600
GO:0005515	ISA	Potri.005G240100
GO:0004842	ISA	Potri.005G240100
GO:0016567	ISA	Potri.005G240100
GO:0000151	ISA	Potri.005G240100
GO:0003824	ISA	Potri.001G147300
GO:0008152	ISA	Potri.001G147300
GO:0004222	ISA	Potri.008G066500
GO:0006508	ISA	Potri.008G066500
GO:0051536	ISA	Potri.010G237400
GO:0016226	ISA	Potri.010G237400
GO:0008378	ISA	Potri.014G153700
GO:0006486	ISA	Potri.014G153700
GO:0016020	ISA	Potri.014G153700
GO:0004672	ISA	Potri.005G254000
GO:0005524	ISA	Potri.005G254000
GO:0006468	ISA	Potri.005G254000
GO:0016891	ISA	Potri.005G254000
GO:0006397	ISA	Potri.005G254000
GO:0005515	ISA	Potri.015G042000
GO:0003677	ISA	Potri.003G010700
GO:0006355	ISA	Potri.003G010700
GO:0003777	ISA	Potri.002G027600
GO:0005524	ISA	Potri.002G027600
GO:0007018	ISA	Potri.002G027600
GO:0003677	ISA	Potri.014G100800
GO:0005634	ISA	Potri.007G049300
GO:0004750	ISA	Potri.015G062100
GO:0005975	ISA	Potri.015G062100
GO:0055085	ISA	Potri.004G178600
GO:0016021	ISA	Potri.004G178600
GO:0031072	ISA	Potri.007G052400
GO:0005515	ISA	Potri.003G166000
GO:0003700	ISA	Potri.001G361600
GO:0043565	ISA	Potri.001G361600
GO:0006355	ISA	Potri.001G361600
GO:0003676	ISA	Potri.001G197900
GO:0005524	ISA	Potri.001G197900
GO:0008026	ISA	Potri.001G197900
GO:0004386	ISA	Potri.001G197900
GO:0010333	ISA	Potri.T127000
GO:0016829	ISA	Potri.T127000
GO:0008152	ISA	Potri.T127000
GO:0000287	ISA	Potri.T127000
GO:0008374	ISA	Potri.014G195500
GO:0006629	ISA	Potri.014G195500
GO:0004607	ISA	Potri.014G195500
GO:0004601	ISA	Potri.007G122300
GO:0020037	ISA	Potri.007G122300
GO:0006979	ISA	Potri.007G122300
GO:0055114	ISA	Potri.007G122300
GO:0003677	ISA	Potri.003G017000
GO:0006355	ISA	Potri.003G017000
GO:0035556	ISA	Potri.007G097900
GO:0004143	ISA	Potri.007G097900
GO:0007205	ISA	Potri.007G097900
GO:0008375	ISA	Potri.009G017300
GO:0016020	ISA	Potri.009G017300
GO:0003735	ISA	Potri.012G108400
GO:0006412	ISA	Potri.012G108400
GO:0005622	ISA	Potri.012G108400
GO:0005840	ISA	Potri.012G108400
GO:0005515	ISA	Potri.005G013100
GO:0008233	ISA	Potri.001G160100
GO:0006508	ISA	Potri.001G160100
GO:0003677	ISA	Potri.018G000800
GO:0003899	ISA	Potri.018G000800
GO:0006351	ISA	Potri.018G000800
GO:0046854	ISA	Potri.016G011000
GO:0004437	ISA	Potri.016G011000
GO:0006950	ISA	Potri.013G150200
GO:0016020	ISA	Potri.002G113800
GO:0016597	ISA	Potri.008G020700
GO:0008152	ISA	Potri.008G020700
GO:0016760	ISA	Potri.005G027600
GO:0030244	ISA	Potri.005G027600
GO:0016020	ISA	Potri.005G027600
GO:0008762	ISA	Potri.001G459100
GO:0016491	ISA	Potri.001G459100
GO:0050660	ISA	Potri.001G459100
GO:0055114	ISA	Potri.001G459100
GO:0005215	ISA	Potri.001G179400
GO:0006810	ISA	Potri.001G179400
GO:0055085	ISA	Potri.001G179400
GO:0016021	ISA	Potri.001G179400
GO:0005515	ISA	Potri.011G013400
GO:0043531	ISA	Potri.011G013400
GO:0007165	ISA	Potri.011G013400
GO:0005622	ISA	Potri.011G013400
GO:0005524	ISA	Potri.011G013400
GO:0006915	ISA	Potri.011G013400
GO:0004888	ISA	Potri.011G013400
GO:0031224	ISA	Potri.011G013400
GO:0045087	ISA	Potri.011G013400
GO:0045735	ISA	Potri.008G102900
GO:0005515	ISA	Potri.005G206600
GO:0031072	ISA	Potri.010G122300
GO:0003676	ISA	Potri.007G072200
GO:0006810	ISA	Potri.007G072200
GO:0003700	ISA	Potri.006G205100
GO:0006355	ISA	Potri.006G205100
GO:0005667	ISA	Potri.006G205100
GO:0005524	ISA	Potri.015G125200
GO:0016301	ISA	Potri.015G125200
GO:0016310	ISA	Potri.015G125200
GO:0016021	ISA	Potri.018G037100
GO:0008168	ISA	Potri.015G139000
GO:0008152	ISA	Potri.015G139000
GO:0003676	ISA	Potri.001G070200
GO:0016491	ISA	Potri.001G070200
GO:0055114	ISA	Potri.001G070200
GO:0008234	ISA	Potri.005G155600
GO:0006508	ISA	Potri.005G155600
GO:0016020	ISA	Potri.012G145300
GO:0004872	ISA	Potri.002G212400
GO:0005788	ISA	Potri.002G212400
GO:0004672	ISA	Potri.013G064300
GO:0005524	ISA	Potri.013G064300
GO:0006468	ISA	Potri.013G064300
GO:0005515	ISA	Potri.013G064300
GO:0004672	ISA	Potri.007G046900
GO:0005524	ISA	Potri.007G046900
GO:0006468	ISA	Potri.007G046900
GO:0005515	ISA	Potri.007G046900
GO:0005506	ISA	Potri.018G069700
GO:0050113	ISA	Potri.018G069700
GO:0019310	ISA	Potri.018G069700
GO:0055114	ISA	Potri.018G069700
GO:0005737	ISA	Potri.018G069700
GO:0016758	ISA	Potri.001G303300
GO:0008152	ISA	Potri.001G303300
GO:0005524	ISA	Potri.007G020900
GO:0004221	ISA	Potri.005G179500
GO:0006511	ISA	Potri.005G179500
GO:0003951	ISA	Potri.009G051500
GO:0008152	ISA	Potri.009G051500
GO:0008601	ISA	Potri.002G226200
GO:0007165	ISA	Potri.002G226200
GO:0000159	ISA	Potri.002G226200
GO:0004553	ISA	Potri.009G087800
GO:0005975	ISA	Potri.009G087800
GO:0016798	ISA	Potri.009G087800
GO:0005506	ISA	Potri.004G222600
GO:0051536	ISA	Potri.004G222600
GO:0016226	ISA	Potri.004G222600
GO:0010044	ISA	Potri.001G217400
GO:0016491	ISA	Potri.002G234000
GO:0055114	ISA	Potri.002G234000
GO:0004553	ISA	Potri.018G068600
GO:0005975	ISA	Potri.018G068600
GO:0008479	ISA	Potri.002G100700
GO:0006400	ISA	Potri.002G100700
GO:0008616	ISA	Potri.002G100700
GO:0016491	ISA	Potri.010G151400
GO:0050660	ISA	Potri.010G151400
GO:0055114	ISA	Potri.010G151400
GO:0009055	ISA	Potri.010G151400
GO:0008033	ISA	Potri.010G151400
GO:0045454	ISA	Potri.010G151400
GO:0005737	ISA	Potri.010G151400
GO:0004148	ISA	Potri.010G151400
GO:0006355	ISA	Potri.001G083500
GO:0030528	ISA	Potri.001G083500
GO:0004672	ISA	Potri.005G106200
GO:0005524	ISA	Potri.005G106200
GO:0006468	ISA	Potri.005G106200
GO:0016597	ISA	Potri.005G106200
GO:0008152	ISA	Potri.005G106200
GO:0004672	ISA	Potri.008G058400
GO:0005524	ISA	Potri.008G058400
GO:0006468	ISA	Potri.008G058400
GO:0005488	ISA	Potri.008G058400
GO:0005515	ISA	Potri.002G216200
GO:0005524	ISA	Potri.018G081000
GO:0005515	ISA	Potri.018G081000
GO:0008168	ISA	Potri.018G083800
GO:0031167	ISA	Potri.018G083800
GO:0008276	ISA	Potri.018G083800
GO:0006479	ISA	Potri.018G083800
GO:0005737	ISA	Potri.018G083800
GO:0008152	ISA	Potri.018G083800
GO:0001510	ISA	Potri.018G083800
GO:0009452	ISA	Potri.018G083800
GO:0016020	ISA	Potri.006G238900
GO:0016746	ISA	Potri.004G155600
GO:0016747	ISA	Potri.004G155600
GO:0006633	ISA	Potri.004G155600
GO:0016020	ISA	Potri.004G155600
GO:0008610	ISA	Potri.004G155600
GO:0004315	ISA	Potri.004G155600
GO:0008270	ISA	Potri.015G052400
GO:0005634	ISA	Potri.015G052400
GO:0005509	ISA	Potri.005G087600
GO:0007165	ISA	Potri.005G087600
GO:0005578	ISA	Potri.005G087600
GO:0005524	ISA	Potri.004G073600
GO:0051082	ISA	Potri.004G073600
GO:0006457	ISA	Potri.004G073600
GO:0006950	ISA	Potri.004G073600
GO:0003677	ISA	Potri.007G087500
GO:0046983	ISA	Potri.007G087500
GO:0003700	ISA	Potri.007G087500
GO:0005634	ISA	Potri.007G087500
GO:0006355	ISA	Potri.007G087500
GO:0043565	ISA	Potri.007G087500
GO:0046872	ISA	Potri.010G005300
GO:0030001	ISA	Potri.010G005300
GO:0043531	ISA	Potri.001G429100
GO:0005524	ISA	Potri.001G429100
GO:0006915	ISA	Potri.001G429100
GO:0005515	ISA	Potri.014G098400
GO:0005515	ISA	Potri.001G063300
GO:0004672	ISA	Potri.015G103300
GO:0005524	ISA	Potri.015G103300
GO:0006468	ISA	Potri.015G103300
GO:0016020	ISA	Potri.013G136800
GO:0022904	ISA	Potri.013G136800
GO:0016747	ISA	Potri.019G002900
GO:0008020	ISA	Potri.008G105200
GO:0006355	ISA	Potri.008G105200
GO:0009584	ISA	Potri.008G105200
GO:0018298	ISA	Potri.008G105200
GO:0000155	ISA	Potri.008G105200
GO:0007165	ISA	Potri.008G105200
GO:0016020	ISA	Potri.008G105200
GO:0005515	ISA	Potri.008G105200
GO:0005524	ISA	Potri.008G105200
GO:0004842	ISA	Potri.012G078900
GO:0016567	ISA	Potri.012G078900
GO:0000151	ISA	Potri.012G078900
GO:0004672	ISA	Potri.019G062100
GO:0005524	ISA	Potri.019G062100
GO:0006468	ISA	Potri.019G062100
GO:0005515	ISA	Potri.019G062100
GO:0004601	ISA	Potri.012G006900
GO:0020037	ISA	Potri.012G006900
GO:0006979	ISA	Potri.012G006900
GO:0055114	ISA	Potri.012G006900
GO:0003777	ISA	Potri.001G455300
GO:0005524	ISA	Potri.001G455300
GO:0007018	ISA	Potri.001G455300
GO:0005856	ISA	Potri.001G455300
GO:0004748	ISA	Potri.005G087300
GO:0005524	ISA	Potri.005G087300
GO:0006260	ISA	Potri.005G087300
GO:0055114	ISA	Potri.005G087300
GO:0005971	ISA	Potri.005G087300
GO:0003824	ISA	Potri.001G120500
GO:0005992	ISA	Potri.001G120500
GO:0003677	ISA	Potri.004G153300
GO:0017089	ISA	Potri.010G069600
GO:0051861	ISA	Potri.010G069600
GO:0046836	ISA	Potri.010G069600
GO:0005737	ISA	Potri.010G069600
GO:0003700	ISA	Potri.010G082000
GO:0043565	ISA	Potri.010G082000
GO:0006355	ISA	Potri.010G082000
GO:0005634	ISA	Potri.010G082000
GO:0003677	ISA	Potri.007G136900
GO:0016788	ISA	Potri.019G008000
GO:0006629	ISA	Potri.019G008000
GO:0008152	ISA	Potri.016G105300
GO:0016758	ISA	Potri.016G105300
GO:0016787	ISA	Potri.T024600
GO:0008152	ISA	Potri.T024600
GO:0003700	ISA	Potri.001G029800
GO:0043565	ISA	Potri.001G029800
GO:0046983	ISA	Potri.001G029800
GO:0006355	ISA	Potri.001G029800
GO:0005215	ISA	Potri.001G046800
GO:0006810	ISA	Potri.001G046800
GO:0016020	ISA	Potri.001G046800
GO:0006952	ISA	Potri.017G051200
GO:0009607	ISA	Potri.017G051200
GO:0005524	ISA	Potri.010G188200
GO:0004672	ISA	Potri.010G213200
GO:0005524	ISA	Potri.010G213200
GO:0006468	ISA	Potri.010G213200
GO:0004781	ISA	Potri.002G024200
GO:0000103	ISA	Potri.002G024200
GO:0012511	ISA	Potri.001G080000
GO:0016021	ISA	Potri.001G080000
GO:0016620	ISA	Potri.008G179300
GO:0055114	ISA	Potri.008G179300
GO:0003774	ISA	Potri.006G220000
GO:0005524	ISA	Potri.006G220000
GO:0016459	ISA	Potri.006G220000
GO:0005515	ISA	Potri.006G220000
GO:0005515	ISA	Potri.006G277400
GO:0003725	ISA	Potri.T070800
GO:0005622	ISA	Potri.T070800
GO:0005524	ISA	Potri.004G012800
GO:0016868	ISA	Potri.008G131400
GO:0005975	ISA	Potri.008G131400
GO:0003700	ISA	Potri.006G058800
GO:0043565	ISA	Potri.006G058800
GO:0046983	ISA	Potri.006G058800
GO:0006355	ISA	Potri.006G058800
GO:0008168	ISA	Potri.005G184500
GO:0008152	ISA	Potri.005G184500
GO:0046872	ISA	Potri.005G036300
GO:0030001	ISA	Potri.005G036300
GO:0005515	ISA	Potri.016G042700
GO:0003755	ISA	Potri.018G030300
GO:0006457	ISA	Potri.018G030300
GO:0009055	ISA	Potri.015G038300
GO:0015035	ISA	Potri.015G038300
GO:0045454	ISA	Potri.015G038300
GO:0005506	ISA	Potri.001G118400
GO:0009055	ISA	Potri.001G118400
GO:0016705	ISA	Potri.001G118400
GO:0020037	ISA	Potri.001G118400
GO:0055114	ISA	Potri.001G118400
GO:0003824	ISA	Potri.007G008000
GO:0008152	ISA	Potri.007G008000
GO:0004084	ISA	Potri.007G008000
GO:0009081	ISA	Potri.007G008000
GO:0016616	ISA	Potri.001G320500
GO:0048037	ISA	Potri.001G320500
GO:0055114	ISA	Potri.001G320500
GO:0004013	ISA	Potri.001G320500
GO:0006730	ISA	Potri.001G320500
GO:0004455	ISA	Potri.001G320500
GO:0008652	ISA	Potri.001G320500
GO:0043531	ISA	Potri.001G433700
GO:0005524	ISA	Potri.001G433700
GO:0006915	ISA	Potri.001G433700
GO:0016491	ISA	Potri.013G026100
GO:0008152	ISA	Potri.013G026100
GO:0006355	ISA	Potri.005G113400
GO:0030528	ISA	Potri.005G113400
GO:0004553	ISA	Potri.019G125000
GO:0005975	ISA	Potri.019G125000
GO:0016762	ISA	Potri.019G125000
GO:0006073	ISA	Potri.019G125000
GO:0005618	ISA	Potri.019G125000
GO:0048046	ISA	Potri.019G125000
GO:0003755	ISA	Potri.002G185200
GO:0006457	ISA	Potri.002G185200
